ETF代码,ETF名称,完整代码,基金规模,成立日期,跟踪指数,基金公司
588690,科创指数增强ETF,,6.79138564,,,
512560,军工ETF易方达,,6.6581043,,,
563390,现金流ETF全指,,6.63913536,,,
159205,创业板ETF东财,,6.59488294,,,
588020,科创成长50ETF,,6.56124716,,,
159748,创新药ETF富国,,6.52735228,,,
159596,A50ETF华宝,,6.51873387,,,
159286,港股创新药ETF鹏华,,6.50221198,,,
159831,上海金ETF嘉实,,6.48432958,,,
159577,美国50ETF,,6.47312146,,,
588900,科创100ETF南方,,6.46291713,,,
589600,科创综指ETF富国,,6.37184889,,,
513890,恒生科技HKETF,,6.3461028,,,
159330,沪深300ETF基金,,6.31102943,,,
159692,证券ETF东财,,6.24860116,,,
516630,云计算50ETF,,6.24156356,,,
159586,计算机ETF南方,,6.20427881,,,
513560,香港科技ETF,,6.1688198,,,
512600,消费ETF嘉实,,6.13890438,,,
588780,科创芯片设计ETF,,6.10062449,,,
516920,芯片50ETF,,6.07834669,,,
516110,汽车ETF,,6.05768577,,,
561190,双碳ETF,,6.04718568,,,
513350,标普油气ETF,,6.04580922,,,
562570,信创ETF,,6.01321543,,,
589520,科创人工智能ETF华宝,,6.00889685,,,
560700,央企红利50ETF,,5.98906229,,,
562970,光伏ETF易方达,,5.98454424,,,
159814,创业大盘ETF,,5.93541754,,,
561560,电力ETF,,5.91735037,,,
510320,沪深300ETF中金,,5.9093014,,,
515020,银行ETF基金,,5.881379,,,
159909,TMT50ETF,,5.87297978,,,
159526,机器人ETF嘉实,,5.86379848,,,
516080,创新药ETF易方达,,5.85445655,,,
159622,创新药ETF沪港深,,5.85285437,,,
589890,科创综指ETF景顺,,5.81114747,,,
510390,沪深300ETF平安,,5.810498,,,
512330,信息科技ETF,,5.80679736,,,
515950,医药龙头ETF,,5.7159503,,,
159381,创业板人工智能ETF华夏,,5.71529146,,,
510710,上证50ETF博时,,5.70053112,,,
159608,稀有金属ETF,,5.63598683,,,
159333,港股央企红利ETF,,5.62925106,,,
159867,畜牧ETF,,5.62233053,,,
589630,科创综指ETF国泰,,5.61417552,,,
589660,科创综指ETF南方,,5.6065952,,,
159839,生物药ETF,,5.57219949,,,
159964,创业板ETF平安,,5.5377488,,,
159960,恒生中国企业ETF,,5.51008477,,,
159968,中证500ETF博时,,5.47891167,,,
588810,科创芯片ETF富国,,5.47473204,,,
515390,沪深300ETF指数基金,,5.47265907,,,
563900,沪深300自由现金流ETF摩根,,5.472643,,,
516120,化工50ETF,,5.4274363,,,
563860,A500ETF海富通,,5.38488794,,,
588870,科创50指数ETF,,5.3619552,,,
561600,消费电子ETF,,5.33414988,,,
562880,电池ETF嘉实,,5.29769836,,,
159958,创业板ETF工银,,5.26136689,,,
510410,资源ETF,,5.24336825,,,
512220,TMTETF,,5.20957957,,,
510590,中证500ETF平安,,5.17678214,,,
159687,亚太精选ETF,,5.17624323,,,
159263,价值ETF,,5.15195433,,,
589090,科创人工智能ETF鹏华,,5.14236698,,,
563780,现金流全指ETF,,5.12118438,,,
159739,大数据ETF,,5.07698928,,,
588210,科创100ETF易方达,,5.04832578,,,
520600,港股汽车ETF,,5.04180096,,,
515890,红利ETF博时,,5.0389811,,,
560880,家电ETF龙头,,5.02513856,,,
159966,创业板价值ETF,,5.00698542,,,
159903,深成ETF,,4.99346824,,,
588170,科创半导体ETF,,4.98939528,,,
515160,MSCI中国ETF招商,,4.95780138,,,
560810,央企ESGETF,,4.93559248,,,
516460,现金流ETF800,,4.93026406,,,
516950,基建ETF,,4.9191835,,,
515580,科技100ETF,,4.90233764,,,
159373,创业板50ETF嘉实,,4.85743759,,,
513360,教育ETF,,4.83415508,,,
513280,恒生生物科技ETF,,4.81126707,,,
516000,数据ETF,,4.79404688,,,
159707,地产ETF,,4.78849757,,,
560500,500质量成长ETF,,4.78002231,,,
515260,电子ETF,,4.71824587,,,
516290,光伏龙头ETF,,4.69660764,,,
516050,科技龙头ETF,,4.69200848,,,
159843,食品饮料ETF,,4.66794948,,,
159747,香港科技ETF,,4.64813054,,,
511810,理财金货币ETF,,4.63942474,,,
561580,央企红利ETF,,4.62656053,,,
589850,科创50ETF东财,,4.62571414,,,
159738,云计算ETF华泰柏瑞,,4.60058916,,,
159961,深100ETF方正富邦,,4.60051473,,,
561990,沪深300增强ETF,,4.5756674,,,
588360,科创创业ETF,,4.56619382,,,
510630,消费30ETF,,4.5089502,,,
159671,稀有金属ETF基金,,4.48051744,,,
588940,科创50ETF富国,,4.4193468,,,
517110,创新药ETF国泰,,4.40577555,,,
588110,科创成长ETF,,4.39063284,,,
159222,自由现金流ETF易方达,,4.37749664,,,
159558,半导体设备ETF易方达,,4.37658363,,,
589770,科创综指ETF招商,,4.36017364,,,
159242,创业板人工智能ETF大成,,4.31969949,,,
510800,50ETF基金,,4.29285544,,,
562360,机器人ETF基金,,4.28755908,,,
159241,航空航天ETF天弘,,4.25248665,,,
159615,恒生生物科技ETF,,4.23563274,,,
520970,港股通创新药ETF嘉实,,4.23467246,,,
512090,MSCIA股ETF易方达,,4.1326614,,,
562870,证券ETF嘉实,,4.10952944,,,
159726,恒生红利ETF,,4.09485739,,,
588280,科创50ETF指数基金,,4.08890608,,,
159902,中小100ETF,,4.07353055,,,
520580,新兴亚洲ETF,,4.04993743,,,
159954,H股ETF,,4.04136451,,,
512120,医药50ETF,,3.99453371,,,
516650,有色金属ETF基金,,3.99288607,,,
515630,保险证券ETF,,3.97885217,,,
588920,科创芯片ETF指数,,3.97134066,,,
159822,新经济ETF,,3.96382382,,,
517050,互联网ETF华泰柏瑞,,3.95695667,,,
560550,碳中和ETF龙头,,3.95645719,,,
159890,云计算ETF,,3.95356618,,,
561870,自由现金流ETF全指,,3.90273989,,,
516520,智能驾驶ETF,,3.88194839,,,
589080,科创综指ETF汇添富,,3.86783928,,,
510530,中证500ETF工银,,3.86384545,,,
563350,中证A50ETF,,3.84744942,,,
516200,证券ETF指数基金,,3.83030364,,,
517180,中国国企ETF,,3.8120048,,,
159898,医疗器械指数ETF,,3.79722817,,,
159268,港股通消费50ETF,,3.79345335,,,
561930,沪深300ETF招商,,3.78783967,,,
510980,上证综合ETF,,3.75864188,,,
159551,机器人产业ETF,,3.75287714,,,
512650,长三角ETF,,3.73674146,,,
589860,科创综指ETF天弘,,3.73276752,,,
159500,500ETF,,3.72998837,,,
159610,500ETF增强,,3.70600458,,,
159278,机器人ETF鹏华,,3.67634415,,,
588240,科创200ETF指数,,3.66488223,,,
159547,红利低波ETF基金,,3.66276878,,,
159606,中证500成长ETF,,3.64226419,,,
159382,创业板人工智能ETF南方,,3.63252547,,,
517080,沪港深500ETF基金,,3.6010519,,,
159209,中证红利质量ETF,,3.59738087,,,
520690,港股创新药精选ETF,,3.56853982,,,
159213,机器人ETF基金,,3.55267054,,,
517390,云计算ETF沪港深,,3.52509543,,,
560070,央企红利ETF基金,,3.48660944,,,
513170,恒生央企ETF,,3.46885142,,,
562590,半导体材料ETF,,3.4323224,,,
159858,创新药ETF南方,,3.40241822,,,
159757,电池30ETF,,3.38798117,,,
159752,新能源龙头ETF,,3.38411785,,,
159281,港股通央企红利ETF天弘,,3.38204997,,,
159973,民企ETF,,3.37560202,,,
159665,半导体龙头ETF,,3.36353673,,,
517120,创新药ETF华泰柏瑞,,3.34593792,,,
159797,医疗器械ETF基金,,3.34545162,,,
517800,人工智能50ETF,,3.3381041,,,
516660,新能源车ETF基金,,3.32775442,,,
159292,创业板综增强ETF华宝,,3.2998385,,,
159899,软件龙头ETF,,3.29182577,,,
517000,沪港深500ETF,,3.28672597,,,
515810,中证800ETF,,3.27925382,,,
516390,新能源汽车ETF,,3.2783985,,,
159366,港股医疗ETF,,3.25464571,,,
513590,香港消费ETF,,3.23888389,,,
159380,A500ETF东财,,3.22027595,,,
159568,港股互联网ETF,,3.2017127,,,
159389,数字经济ETF嘉实,,3.17841103,,,
513230,港股消费ETF,,3.16504407,,,
515310,沪深300指数ETF,,3.16282282,,,
159609,光伏龙头ETF,,3.15267187,,,
159775,新能源车电池ETF,,3.13838113,,,
159569,港股红利低波ETF,,3.13163622,,,
515850,券商指数ETF,,3.09547394,,,
589720,科创创新药ETF国泰,,3.09530973,,,
530680,上证180指数ETF基金,,3.08913635,,,
159566,储能电池ETF,,3.07995021,,,
159388,创业板人工智能ETF国泰,,3.07193202,,,
530530,上证580ETF华夏,,3.0285684,,,
515110,一带一路ETF易方达,,3.02363145,,,
588700,科创医药ETF嘉实,,3.0151819,,,
588390,科创创业50ETF,,3.00137647,,,
588910,科创价值ETF,,2.99104036,,,
588160,科创材料ETF,,2.9840706,,,
159560,芯片50ETF,,2.97885792,,,
159910,基本面120ETF,,2.96920728,,,
159390,A50指数ETF,,2.96759237,,,
159856,互联网龙头ETF,,2.96457749,,,
512550,富时A50ETF嘉实,,2.95842166,,,
512160,MSCI中国A股ETF,,2.94372031,,,
520670,港股通科技ETF嘉实,,2.94055031,,,
589980,科创100ETF汇添富,,2.8971494,,,
513220,中概互联ETF,,2.8725008,,,
561220,数字经济ETF工银,,2.8685307,,,
159936,可选消费ETF,,2.86154949,,,
159296,A500红利低波ETF,,2.85894772,,,
159218,卫星产业ETF,,2.85749314,,,
159625,绿色电力ETF,,2.85694257,,,
159248,人工智能ETF基金,,2.847712,,,
588010,科创新材料ETF,,2.84706582,,,
159220,港股通红利ETF,,2.82619491,,,
588950,科创50ETF景顺,,2.82485233,,,
511620,货币基金ETF,,2.82471068,,,
520510,港股通医疗ETF,,2.81907144,,,
159982,中证500ETF鹏华,,2.81112101,,,
512910,中证A100ETF,,2.78738582,,,
159597,创业板成长ETF易方达,,2.77928616,,,
512770,战略新兴ETF,,2.7773186,,,
516070,低碳ETF易方达,,2.77013088,,,
159266,港股通央企红利ETF,,2.75766213,,,
159251,港股科技ETF基金,,2.73411287,,,
561090,中证A500增强ETF,,2.72128582,,,
159676,创业板增强ETF富国,,2.71973432,,,
589990,科创综指ETF华泰柏瑞,,2.7040364,,,
562660,中证2000ETF华夏,,2.69655708,,,
159641,双碳ETF,,2.67506448,,,
159718,港股医药ETF,,2.67495082,,,
159885,碳中和ETF基金,,2.66488576,,,
560280,工程机械ETF,,2.66021872,,,
159557,恒生医疗ETF嘉实,,2.65674713,,,
517100,AH500ETF,,2.6501886,,,
159003,招商快线ETF,,2.64423,,,
588150,科创50ETF南方,,2.6365511,,,
589380,AIETF富国,,2.62997393,,,
562890,A50ETF嘉实,,2.62359005,,,
159863,光伏ETF基金,,2.5939063,,,
159525,红利低波ETF,,2.58022796,,,
562860,生物疫苗ETF,,2.56882416,,,
560980,光伏ETF龙头,,2.56645024,,,
159350,深证50ETF富国,,2.5582919,,,
159393,沪深300指数ETF,,2.55822032,,,
512990,MSCIA股ETF,,2.5169729,,,
510130,上证中盘ETF易方达,,2.49495365,,,
589500,科创综指ETF工银,,2.46615136,,,
159635,基建50ETF,,2.46468197,,,
159276,现金流ETF汇添富,,2.45618861,,,
589010,科创人工智能ETF华夏,,2.44689381,,,
159265,港股消费50ETF,,2.44061653,,,
588100,科创信息技术ETF,,2.42160119,,,
515960,医药ETF嘉实,,2.40232629,,,
515910,质量ETF,,2.3746674,,,
516810,农业50ETF,,2.3709068,,,
159656,300成长ETF,,2.37049312,,,
560630,机器人产业ETF,,2.36286882,,,
159335,央企科创ETF,,2.36083942,,,
159695,通信ETF,,2.34098265,,,
589020,N科创半导体ETF鹏华,,2.33118823,,,
510850,上证50ETF工银,,2.32762651,,,
159619,基建ETF,,2.32644703,,,
510160,产业升级ETF,,2.32500119,,,
159385,数字经济ETF富国,,2.3160303,,,
159331,红利港股ETF,,2.31446103,,,
516270,新能源50ETF,,2.29706545,,,
159779,消费电子50ETF,,2.29008684,,,
159208,航天航空ETF,,2.26847094,,,
560850,信创50ETF,,2.26056616,,,
159930,能源ETF,,2.22297151,,,
159207,高股息ETF,,2.21250979,,,
159527,云计算ETF广发,,2.20242554,,,
515360,方正沪深300ETF,,2.20142792,,,
560680,消费ETF龙头,,2.19468436,,,
515860,科技ETF嘉实,,2.18695928,,,
517090,央企共赢ETF,,2.17396575,,,
159291,创业板综增强ETF招商,,2.15935186,,,
516830,300ESGETF,,2.15436932,,,
159708,红利ETF,,2.14714192,,,
159876,有色龙头ETF,,2.14007867,,,
560780,芯片设备ETF,,2.1398992,,,
159323,港股通汽车ETF,,2.13482247,,,
560060,碳中和ETF,,2.1297195,,,
588880,科创100ETF华泰柏瑞,,2.11600024,,,
159386,A500ETF永赢,,2.11449993,,,
159582,半导体产业ETF,,2.11109026,,,
588860,科创医药ETF,,2.09364861,,,
159871,有色金属ETF,,2.08176137,,,
515560,证券ETF建信,,2.06206962,,,
562600,医疗器械ETF,,2.06134594,,,
512530,沪深300红利ETF,,2.04095152,,,
159835,创新药50ETF,,2.02813596,,,
159277,港股通红利ETF富国,,2.02779388,,,
159520,消费龙头ETF,,2.02667328,,,
159355,800红利低波ETF,,2.01560928,,,
516770,游戏ETF华泰柏瑞,,1.98766128,,,
588710,科创半导体设备ETF,,1.98734265,,,
159698,粮食ETF,,1.97034548,,,
560110,中证1000ETF基金,,1.96547061,,,
159943,深证成指ETF,,1.96386577,,,
159225,现金流ETF基金,,1.95206525,,,
515760,浙江国资ETF,,1.94353043,,,
588720,科创50ETF中银,,1.94036381,,,
563180,高股息ETF,,1.9340728,,,
560380,A100ETF南方,,1.92560347,,,
512390,平安MSCI低波ETF,,1.92356802,,,
159212,深100ETF南方,,1.91878342,,,
159245,港股通消费ETF,,1.91583187,,,
159907,2000ETF,,1.91412228,,,
159376,A500ETF指数基金,,1.91267091,,,
159375,创业板50ETF国泰,,1.90701619,,,
517400,黄金股票ETF,,1.88912832,,,
516550,农业ETF,,1.85799954,,,
563660,A500ETF银河,,1.85263384,,,
159767,电池龙头ETF,,1.84409707,,,
530050,上证50ETF东财,,1.83657755,,,
516750,建材ETF,,1.83576104,,,
520620,港股通消费ETF,,1.81620362,,,
159773,创业板科技ETF,,1.80559811,,,
510170,大宗商品ETF,,1.79725347,,,
159836,创业板300ETF天弘,,1.79083204,,,
159280,港股通互联网ETF汇添富,,1.76181817,,,
510190,上证50ETF指数基金,,1.75599773,,,
510030,价值ETF,,1.74450644,,,
159573,创业板200ETF华夏,,1.74360214,,,
562930,软件ETF易方达,,1.74347922,,,
159271,恒生指数ETF,,1.73906891,,,
159540,信创ETF易方达,,1.73648299,,,
159640,碳中和龙头ETF,,1.73065941,,,
560660,云50ETF,,1.72735486,,,
512370,A500增强ETF基金,,1.72667016,,,
516210,银行ETF指数基金,,1.72654013,,,
159590,软件50ETF,,1.71975052,,,
159541,创业板综ETF万家,,1.7156501,,,
159150,深证50ETF易方达,,1.70843698,,,
159325,半导体ETF南方,,1.7063041,,,
561130,国货ETF,,1.68829162,,,
510290,上证380ETF,,1.68775656,,,
561880,A100ETF基金,,1.68068796,,,
159287,创业板综ETF博时,,1.67873065,,,
515920,智能消费ETF,,1.67645514,,,
159838,医药50ETF,,1.67288487,,,
515200,创新100ETF,,1.66729808,,,
159365,恒指ETF,,1.64077544,,,
516800,智能制造ETF,,1.62609752,,,
562550,绿电ETF,,1.62563311,,,
563050,央企科技50ETF,,1.62065941,,,
159550,互联网ETF沪港深,,1.6187252,,,
159537,信创ETF,,1.61038942,,,
159861,碳中和50ETF,,1.60999302,,,
511900,富国货币ETF,,1.60639274,,,
589200,科创200ETF工银,,1.6059742,,,
588960,科创板新能源ETF,,1.60367809,,,
563010,电信ETF,,1.59289481,,,
513320,恒生新经济ETF,,1.59005914,,,
159824,新能车ETF,,1.58339395,,,
159228,红利低波ETF长城,,1.56931285,,,
159805,传媒ETF,,1.55376323,,,
159658,数字经济ETF,,1.54552828,,,
159267,航天ETF,,1.54513289,,,
511800,易方达货币ETF,,1.54334086,,,
159786,VRETF,,1.53459612,,,
159788,港股通100ETF,,1.52448253,,,
510020,超大盘ETF,,1.52031264,,,
515320,电子50ETF,,1.5112136,,,
159761,新材料50ETF,,1.50802597,,,
159787,建材ETF易方达,,1.49527905,,,
159519,港股国企ETF,,1.48927092,,,
561010,软件ETF基金,,1.48341944,,,
516220,化工龙头ETF,,1.4778627,,,
561330,矿业ETF,,1.47340363,,,
159546,集成电路ETF,,1.46551385,,,
561800,稀有金属ETF基金,,1.43698672,,,
159511,通信ETF南方,,1.43659424,,,
517010,沪港深500ETF易方达,,1.43640745,,,
563620,自由现金流全指ETF,,1.42177392,,,
513140,港股金融ETF,,1.4202384,,,
159776,港股通医药ETF,,1.42020178,,,
513830,港股红利ETF,,1.41969516,,,
589100,科创芯片ETF国泰,,1.41879919,,,
159991,创大盘ETF,,1.41568525,,,
159906,深成长龙头ETF,,1.41250707,,,
588500,科创100增强ETF易方达,,1.41167663,,,
563650,中证A500龙头ETF,,1.40484987,,,
589300,科创综指ETF嘉实,,1.40484765,,,
588450,科创50ETF增强,,1.40472054,,,
588840,科创板50ETF基金,,1.39392792,,,
560360,软件指数ETF,,1.3884213,,,
515130,沪深300ETF博时,,1.38787597,,,
588260,科创信息ETF,,1.38737028,,,
561700,电力ETF基金,,1.36953348,,,
510200,上证券商ETF,,1.34636933,,,
588670,科创综指增强ETF,,1.34306848,,,
159675,创业板增强ETF,,1.33566702,,,
159321,黄金股票ETF,,1.3326713,,,
516850,新能源ETF基金,,1.32727635,,,
563030,中证500增强ETF易方达,,1.32203659,,,
513900,港股通100ETF,,1.31709438,,,
159912,深300ETF,,1.31323611,,,
561360,石油ETF,,1.31029472,,,
159233,自由现金流ETF基金,,1.30367136,,,
516760,养殖ETF,,1.30026268,,,
561380,电网ETF,,1.29560088,,,
159538,信创ETF富国,,1.28725619,,,
563550,A500增强ETF摩根,,1.28501608,,,
562320,沪深300价值ETF,,1.2843006,,,
159005,汇添富快钱ETF,,1.27981,,,
159328,家电ETF易方达,,1.27790102,,,
515190,中银证券500ETF,,1.27503743,,,
561000,沪深300ETF增强基金,,1.270008,,,
516790,医疗ETF华泰柏瑞,,1.26970422,,,
159811,5G50ETF,,1.26435277,,,
159956,创业板ETF建信,,1.26106637,,,
516130,消费龙头ETF,,1.2598267,,,
516900,食品饮料ETF基金,,1.25115812,,,
159880,有色ETF基金,,1.25066944,,,
159891,医疗ETF基金,,1.24936798,,,
562910,高端制造ETF,,1.24382066,,,
159327,半导体设备ETF基金,,1.23656736,,,
512380,MSCI中国ETF,,1.23608262,,,
159565,汽车零部件ETF,,1.2354636,,,
510060,央企ETF,,1.21608043,,,
588250,科创生物医药ETF,,1.210281,,,
588770,科创信息技术ETF摩根,,1.20697355,,,
589060,科创综指ETF东财,,1.19771031,,,
159657,疫苗ETF鹏华,,1.19108729,,,
159974,央企创新ETF,,1.17129118,,,
561950,500指数增强ETF,,1.17097092,,,
561750,中证A50ETF博时,,1.17039104,,,
561170,绿色电力ETF,,1.16954068,,,
159369,创业板50ETF易方达,,1.1678832,,,
159663,机床ETF,,1.16754695,,,
512730,银行ETF指数,,1.15838805,,,
516560,养老ETF,,1.14854442,,,
159507,通信ETF广发,,1.14777503,,,
159302,港股高股息ETF,,1.14460118,,,
517200,互联网ETF,,1.14276292,,,
159743,湖北ETF,,1.14093743,,,
159848,证券ETF基金,,1.1400756,,,
159379,A500ETF融通,,1.12590228,,,
510680,上证50ETF基金,,1.12552323,,,
561120,家电ETF,,1.12051251,,,
159367,创业板50ETF华夏,,1.11627479,,,
562050,药ETF,,1.11465776,,,
516500,生物科技ETF,,1.1124491,,,
159231,通用航空ETF华宝,,1.10260728,,,
588660,科创创业50ETF基金,,1.0959736,,,
560120,现金流500ETF,,1.08644962,,,
588370,科创50增强ETF南方,,1.08587352,,,
513150,港股通科技ETF华泰柏瑞,,1.07435875,,,
512150,A50ETF,,1.07277294,,,
159383,创业板50ETF华泰柏瑞,,1.05667561,,,
516060,创新药产业ETF,,1.05415159,,,
515350,民生加银300ETF,,1.04485356,,,
560900,创新药企ETF,,1.03567988,,,
159283,通用航空ETF南方,,1.03414446,,,
563330,A股ETF,,1.0341331,,,
159798,消费ETF易方达,,1.02845538,,,
159697,油气ETF,,1.02289732,,,
159855,影视ETF,,1.01989348,,,
159303,恒生医疗ETF基金,,1.01728428,,,
513990,港股通ETF,,1.01616,,,
560620,公用事业ETF基金,,1.00672943,,,
159510,沪深300价值ETF,,1.00278706,,,
